author,number_titles,id
E. Allen Emerson,9,6400
Jun Wang,9,6625
Andrew B. Whinston,9,6804
Hendrik Blockeel,9,6845
Dominique Burger,9,8416
Jie Li,9,10040
Angelo Michele Gargantini,9,10272
T. S. E. Maibaum,9,10626
Dharmendra Sharma,9,12331
Walter M. Carlson,9,25415
Robert E. Kraut,9,25609
R. Ravi,9,25631
Yue Li,9,25764
Takao Terano,9,25799
Mengjie Zhang,9,25900
Patrice Godefroid,9,25905
Gustavo Rossi,9,25934
Thomas Baar,9,25957
Stina Svensson,9,26013
Hisao Ishibuchi,9,26199
Jinfeng Liu,9,26237
Marco Mamei,9,26258
Antonio E. Porreca,9,26321
Michael C. Fairhurst,9,26354
Steffen Staab,9,26360
Eric Monfroy,9,26375
Rinus Plasmeijer,9,26460
Julian Dolby,9,26667
Antonios Armaou,9,26836
Gian Luca Marcialis,9,26971
Tom DeMarco,9,27068
Thomas Brox,9,27160
Hasan Ural,9,27176
Grace A. Lewis,9,27282
Torsten Schaub,9,27395
Byron Cook,9,27407
Jordi Cabot,9,27444
Kumiyo Nakakoji,9,27472
Qingze Zou,9,27519
Azuma Ohuchi,9,27536
Sriram Sankaranarayanan,9,27618
Dan Hao,9,27779
Susanne Graf,9,27921
Jian Lu,9,27938
Gunter Saake,9,28016
Ruth Aylett,9,28090
Sam Guinea,9,28203
Guy A. Dumont,9,28237
Pascal Felber,9,28276
S. N. Balakrishnan,9,28377
Cláudia Maria Lima Werner,9,28464
Nuno J. Mamede,9,28849
Ali Mili,9,28852
Jean Cardinal,9,28945
Gerhard Fischer,9,29097
Ana Regina Rocha,9,29199
Flavio Oquendo,9,29210
Agostino Poggi,9,29333
Hridesh Rajan,9,29462
Robyn R. Lutz,9,29511
Salvatore Gaglio,9,29557
José Joaquín Rieta,9,29632
Sašo Džeroski,9,29831
Nazim Agoulmine,9,30000
Tony F. Chan,9,30004
Luigi P. Cordella,9,30307
Peter J. Stuckey,9,30310
Jordi Domingo-Pascual,9,30473
Yan Chen,9,30510
Tadanori Mizuno,9,30716
Hans-Jörg Schek,9,30747
Paul Ralph,9,31003
Sonia Martinez,9,31227
Ivan Damgård,9,31400
John M. Carroll,9,31487
Manuela M. Veloso,9,31681
Seongjin Ahn,9,32150
Amy L. Murphy,9,32187
James H. Andrews,9,32312
Hanz Richter,9,32605
Harald Aschemann,9,32764
Dietmar Pfahl,9,32806
Boualem Benatallah,9,32840
Toshinori Munakata,9,33012
Markus Jakobsson,9,33201
Emanuele Garone,9,33213
Eric Bodden,9,33230
Sriram K. Rajamani,9,34148
Youxian Sun,9,34471
Martin Schulz,9,34589
Michael Schroeder,9,34677
Kazumaro Aoki,9,34975
Leonardo Vanneschi,9,36161
Jean-François Boulicaut,9,36664
Sergio M. Savaresi,9,36892
John Kelsey,9,37109
Seungjoo Kim,9,42419
Kwang-Baek Kim,9,50517
Massimo Cossentino,9,50525
Andy Podgurski,9,50548
Stuart Kent,9,50559
Minsoo Lee,9,50563
Stevan Dubljevic,9,50708
Marc Denecker,9,50849
Davide Ciucci,9,50992
Gerd Wagner,9,50999
Hans van Vliet,9,51037
Paolo Frasconi,9,51353
Tiziana Catarci,9,51357
Jakob Stoustrup,9,51500
Jie Chen,9,51568
Barbara G. Ryder,9,51637
Jian Zhang,9,51704
Wei-Tek Tsai,9,51832
Al Geist,9,51898
Henry Muccini,9,51909
Richard A. Kemmerer,9,52022
Rainer Unland,9,52111
Daniel Amyot,9,52147
Viktor K. Prasanna,9,52168
Sehyun Park,9,52596
Dominik Ślęzak,9,52638
Marc Joye,9,52704
Bernd Meyer,9,52781
Hebertt Sira-Ramírez,9,52862
Bram Adams,9,52865
Yongcan Cao,9,52919
Daniele Micciancio,9,52965
Klaus D. Tönnies,9,52997
Wil M. P. van der Aalst,9,53032
Kai Salomaa,9,53033
Xiaobo Tan,9,53137
Somprakash Bandyopadhyay,9,53148
Bernhard Thalheim,9,53386
Fariba Sadri,9,53437
Shoji Hirano,9,53503
Anouck R. Girard,9,53532
Barbara Paech,9,53594
Demosthenes Akoumianakis,9,53627
Zhigeng Pan,9,53944
Sungwon Kang,9,54001
Oscar Pastor,9,54094
Ling Wang,9,54138
Marco Tomassini,9,54274
Bin Zhang,9,54350
Pierangela Samarati,9,54389
Cristian Cadar,9,54488
Paolo Bottoni,9,54644
Fabian J. Theis,9,54716
Yi Wang,9,54718
Edgar T. Irons,9,54886
Alfonso Fuggetta,9,54954
James R. Cordy,9,55157
Ronald L. Rivest,9,55204
Elisabeth André,9,55238
Eun-Jun Yoon,9,55292
Federico Bergenti,9,55345
Richard George,9,55396
Hyeran Byun,9,55656
Pavel Paclík,9,55709
Andrew J. Ko,9,55846
Sonia Haiduc,9,55932
Jonathan de Halleux,9,55967
Federica Cena,9,56140
Yong Chen,9,56204
Michael Pradel,9,56271
Cordelia Schmid,9,56311
Ole Fogh Olsen,9,56457
Michael D. Harrison,9,56527
Tinne Tuytelaars,9,56998
Won-Il Kim,9,57175
Peng Wang,9,57229
J. Boothroyd,9,57451
Taeyoung Lee,9,57703
Werner Damm,9,57929
Martin Welk,9,57964
Pierre-Yves Schobbens,9,58142
Sheela Ramanna,9,58227
Vicenç Torra,9,58272
José Hernández-Orallo,9,58520
Tetsuya Murai,9,58829
Francisco Almeida,9,58905
Bir Bhanu,9,59119
Antonio Laganà,9,59265
Lori L. Pollock,9,59363
Barbara Pernici,9,59607
Jan Vanthienen,9,59620
Katia P. Sycara,9,59914
Henry C. Lucas,9,60167
Bernhard Schölkopf,9,60171
Moritz Diehl,9,60667
Donatello Materassi,9,61630
Daniel M. German,9,62063
Wei Liu,9,62479
Walter Gautschi,9,63038
Peter Wegner,9,63334
Bernd Bruegge,9,64218
Julita Vassileva,9,65068
Maciej Malawski,9,65388
Atanas Rountev,9,68598
Fiona Polack,9,70337
Naoyasu Ubayashi,8,34
Mahdi Shahbakhti,8,93
Martin Schläffer,8,109
Marian Gheorghe,8,174
Tu Bao Ho,8,226
Marco Torchiano,8,235
Kai Chen,8,259
Geri Georg,8,300
Makoto Amamiya,8,307
Yo-Sung Ho,8,337
Olivier Boissier,8,342
Oguz Dikenelli,8,431
Mahdi Jalili-Kharaajoo,8,442
Michele Marchesi,8,483
Christian Bunse,8,508
Shojiro Nishio,8,538
Philip J. Guo,8,549
Jasni Mohamad Zain,8,561
Ignacio Rojas,8,582
Matteo Corno,8,754
Friedhelm Schwenker,8,776
Steve Schneider,8,850
Zongli Lin,8,855
Bruce W. Arden,8,937
Curtis R. Cook,8,1055
Tao Li,8,1093
Andreas Birk,8,1102
Mike Barnett,8,1114
Michael T. Goodrich,8,1134
Michael M. Resch,8,1142
Chang Liu,8,1164
Mari Sako,8,1269
Coromoto León,8,1322
Dharma P. Agrawal,8,1327
Dong Chun Lee,8,1384
Stefania Gnesi,8,1415
Florian Dorfler,8,1424
Bernt Schiele,8,1449
Sonia Bergamaschi,8,1460
Qunsheng Peng,8,1502
Claes Wohlin,8,1585
Roberto Horowitz,8,1603
Fausto Giunchiglia,8,1655
Guido Proietti,8,1774
Klaus Pohl,8,1816
Joshua D. Knowles,8,1893
Andrea Roli,8,1965
Luca Zaccarian,8,2015
Gustavo Olague,8,2026
Ernest Teniente,8,2033
Dongmei Zhang,8,2182
Yangsheng Wang,8,2194
Bahram Honary,8,2216
Caterina Rizzi,8,2271
Filippo Neri,8,2308
Ricardo C. L. F. Oliveira,8,2505
Phong Q. Nguyen,8,2642
Elena Troubitsyna,8,2678
Wei-Yun Yau,8,2787
Jie Yang,8,2829
Gerhard Weikum,8,2839
Mirko Viroli,8,3088
Ulises Cortés,8,3093
Jan Struyf,8,3196
Brendan Murphy,8,3293
Friedrich Steimann,8,3296
Youngsong Mun,8,3526
Marie-Pierre Gervais,8,3562
Mohammad T. Sadeghi,8,3571
Simona Onori,8,3696
Kurt Geihs,8,3890
Bin Wang,8,3992
Marius Bozga,8,4068
David Harel,8,4281
Jayadev Misra,8,4343
Shane McIntosh,8,4434
Maurice H. ter Beek,8,4544
Tore Dybå,8,4579
Alessandro Cimatti,8,4717
Peter Brusilovsky,8,4784
Jeffrey M. Bradshaw,8,4882
Yoshiteru Nakamori,8,4973
Ki Jun Han,8,4977
Marc Rettig,8,5035
David Peleg,8,5220
Ingrid Moerman,8,5311
Kevin W. Bowyer,8,5628
Jesse B. Hoagg,8,5703
Kazumi Saito,8,5734
James C. Spall,8,5753
Amit Kumar,8,5818
Zhenchang Xing,8,5963
Rupak Majumdar,8,6054
Min Zhang,8,6093
Henri Prade,8,6109
Francis C. M. Lau,8,6402
Peter McBurney,8,6426
Christoph Schlieder,8,6440
Bernardo Magnini,8,6550
Eilyan Bitar,8,6568
Myra B. Cohen,8,7009
Sébastien Tixeuil,8,7132
Paulo Gomes,8,7176
Stefania Montani,8,7242
Johann Eder,8,7484
Lin Tan,8,7718
David Lewis,8,7781
Lorenza Saitta,8,8374
Sheng Yu,8,8631
Walt Scacchi,8,8637
James C. Browne,8,8670
Domenico Bianculli,8,8958
Xiaoou Tang,8,9252
Xiaoyin Wang,8,9731
Minglu Li,8,9732
Edgar Gabriel,8,10054
Holger Hermanns,8,10097
Jano Moreira de Souza,8,10445
David McSherry,8,10537
Lech Polkowski,8,11348
Stefan Biffl,8,12191
Tsan-sheng Hsu,8,12289
Dalal Alrajeh,8,13033
Andrew Lumsdaine,8,14273
Nicola Fanizzi,8,15724
Tapio Salakoski,8,25809
Ina Schieferdecker,8,25907
Ilaria Torre,8,25908
Horst Bischof,8,25989
Kuanquan Wang,8,25992
Mitsuru Ishizuka,8,26059
Kirsten Morris,8,26100
John T. Wen,8,26151
Cecilia Mascolo,8,26183
Akinori Yonezawa,8,26236
Rolf Rabenseifner,8,26446
David H. Lorenz,8,26470
Elmar Nöth,8,26522
Colin Fyfe,8,26594
Pedro L. D. Peres,8,26646
Gennaro Percannella,8,26656
Enric Plaza,8,26676
Fabrizio Frati,8,26729
Rolv Bræk,8,26779
Insup Lee,8,26808
Haifeng Du,8,26848
Ted Selker,8,27010
Peter Spyns,8,27033
Gio Wiederhold,8,27075
He Zhang,8,27077
Svetha Venkatesh,8,27085
John C. Georgas,8,27155
A Min Tjoa,8,27249
Michael J. O'Grady,8,27260
Antoni Olivé,8,27352
Rama Chellappa,8,27377
Stéphane Bressan,8,27387
Rino Falcone,8,27482
Javier Esparza,8,27486
Scott R. Tilley,8,27606
Alberto Bacchelli,8,27620
Peng Zhang,8,27695
Graeme Smith,8,27755
Paolo Ceravolo,8,27782
Yijun Yu,8,27857
Michael Thielscher,8,28001
Giordano Tamburrelli,8,28070
Guy Leduc,8,28173
Martin Leucker,8,28221
Mohammad Al Janaideh,8,28448
Wolfgang May,8,28484
Robert M. Davison,8,28509
Daniel Thalmann,8,28537
Marta Z. Kwiatkowska,8,28563
Panagiotis Manolios,8,28593
Doina Precup,8,28652
Eloy Garcia,8,28737
Michael R. Smith 0001,8,28824
Heiko Schuldt,8,28959
Gunnar Karlsson,8,29051
Andrei Paun,8,29065
Tianyou Chai,8,29075
Pedro A. González-Calero,8,29220
James A. Jones,8,29465
Gerard Parr,8,29488
Young-Koo Lee,8,29593
Chun Chen,8,29600
Sandipan Mishra,8,29616
Jerome A. Feldman,8,29654
D. M. Collison,8,29664
Annika Hinze,8,29783
Shingo Takada,8,29811
Mirosław Kutyłowski,8,29890
Thao Dang,8,30387
Alexandre M. Bayen,8,30389
Andy J. Wellings,8,30694
Klaus Havelund,8,30783
Shlomi Dolev,8,30903
Dirk Vermeir,8,30920
Jun Liu,8,30987
Hans L. Bodlaender,8,31045
Henri Gilbert,8,31216
Manfred Reichert,8,31303
Bengt Jonsson,8,31317
Loïc Martínez,8,31334
Terry Windeatt,8,31499
Sabu M. Thampi,8,31500
Fred W. Weingarten,8,31652
A. E. Eiben,8,31759
Peter Y. K. Cheung,8,31809
Joel A. Paulson,8,31981
Wilfried Philips,8,32807
Seddik M. Djouadi,8,32831
Tetsuo Tamai,8,33149
Evelyne Lutton,8,33220
Matthew Ellis,8,33285
Nicolas Petit,8,33403
Alberto Sanfeliu,8,33623
Wpmh Maurice Heemels,8,33662
Manuel Núñez,8,33685
Stefan Tai,8,33902
John Hughes,8,34029
Jean Bézivin,8,34362
Rajesh Rajamani,8,34447
Danny Dolev,8,34638
Jean-Marc Champarnaud,8,34798
Andrew Zisserman,8,35070
E. James Whitehead,8,35205
Wolfgang De Meuter,8,35626
Francesco Tortorella,8,36594
Xiaoyi Jiang,8,37183
Marco Casassa Mont,8,37428
John D. McGregor,8,37876
Filip De Turck,8,38024
Paolo Tonella,8,40940
Antonis Papachristodoulou,8,50549
Cynthia Dwork,8,50603
Arkadiusz Wojna,8,50636
Carroll Morgan,8,50657
Francesco Parisi-Presicce,8,50705
T. C. Nicholas Graham,8,50758
Domitilla Del Vecchio,8,50767
Andrzej Czyzewski,8,50854
Robert Endre Tarjan,8,50871
Enrico Giunchiglia,8,50872
Mi Young Nam,8,50903
Agustín Valverde,8,50935
Brian Randell,8,51175
Muhammad Ali Babar,8,51177
Mats Per Erik Heimdahl,8,51290
Manuel Ojeda-Aciego,8,51337
Judy Kay,8,51370
Jean-Marie Jacquet,8,51383
Goichiro Hanaoka,8,51411
Robert E. Kalaba,8,51468
Prathyush P. Menon,8,51584
Kang Zhang,8,51666
George Samaras,8,51748
Zengqi Sun,8,51803
Amir Khajepour,8,51818
Dan Boneh,8,51874
Costas S. Iliopoulos,8,51915
Arturo Ribagorda,8,51958
Peter Stone,8,52023
Carlo Pinciroli,8,52051
Sean Warnick,8,52174
Nazim H. Madhavji,8,52187
Ian Toyn,8,52191
Belén Díaz-Agudo,8,52199
Beth Simon,8,52216
Vincenzo Manca,8,52346
Reiko Heckel,8,52387
Peter Herrmann,8,52483
Masatoshi Yoshikawa,8,52563
Enrico Pontelli,8,52572
Chao Wang,8,52579
Peter Zilahy Ingerman,8,52594
Geoff Coulson,8,52696
Fernando Alonso,8,52904
Gianpiero Cattaneo,8,52905
Jian-Huang Lai,8,53104
Kevin C. Almeroth,8,53232
Siani Pearson,8,53269
I. D. Hill,8,53380
Christian Lengauer,8,53492
Stavros Tripakis,8,53562
William M. Waite,8,53617
Emmanuel Letier,8,53818
Mehdi Mirakhorli,8,53865
Joseph Sifakis,8,53966
Dongqing Yang,8,54015
Leon N. Cooper,8,54078
Bart Jacobs,8,54141
Elke A. Rundensteiner,8,54154
Andrea Mocci,8,54173
Jacek Kitowski,8,54199
J. K. S. McKay,8,54223
Michel Verleysen,8,54285
Butler W. Lampson,8,54323
Michinori Nakata,8,54458
Miguel Toro,8,54558
Alfred Strohmeier,8,54609
Prabir Barooah,8,54635
Julian Fierrez-Aguilar,8,54678
Diomidis Spinellis,8,54720
César Ferri,8,54887
Andrea Vitali,8,54928
Reihaneh Safavi-Naini,8,55038
Tom Mens,8,55068
Chi Nung Chu,8,55073
Bozena Kostek,8,55116
Juan C. Dueñas,8,55128
Peter Dolog,8,55203
Atif M. Memon,8,55248
Jeff Gray,8,55403
J. Wenny Rahayu,8,55503
Cory J. Butz,8,55744
Esperanza Marcos,8,55862
Jan A. Bergstra,8,55884
Michael Felsberg,8,55909
Lorenzo Strigini,8,56098
Mariangiola Dezani-Ciancaglini,8,56113
Sangjin Lee,8,56190
Ricardo Conejo,8,56213
Robert Feldt,8,56536
Dang Van Hung,8,56630
Corrado Aaron Visaggio,8,56636
Sven J. Dickinson,8,56809
Michal Pechoucek,8,56858
Anthony M. Townsend,8,56863
Chris J. Mitchell,8,56941
Alessandra Gorla,8,57086
Thomas W. Reps,8,57409
Sai Zhang,8,57647
Lorenzo Marconi,8,57746
Azriel Rosenfeld,8,57774
Gerhard Weber,8,57796
Veda C. Storey,8,57966
Kuldeep Kumar,8,57997
José Meseguer,8,58001
Corrado Priami,8,58264
Necmiye Ozay,8,58350
Komathy Karuppanan,8,58380
Igor E. Shparlinski,8,58533
David Gareth Evans,8,58559
Ali Shokoufandeh,8,58629
Xu Chen,8,59473
Oscar Cordón,8,59633
Richard E. Ladner,8,59673
Eugene Asarin,8,59892
Francisco de Sande,8,60004
Johan Lilius,8,60154
Mohamed Slimane,8,60272
Sotiris E. Nikoletseas,8,60474
Aditya Trivedi,8,60523
Yanchun Liang,8,60585
Francesc Sebé,8,60740
Richard C. Singleton,8,61596
Mandalay Grems,8,62723
Karl N. Levitt,8,62810
Robert Sabourin,8,63667
M. Zasadzinski,8,64542
Hiroshi Motoda,8,64842
Takashi Matsumoto,8,66167
Hai Wang,8,67379
Wolfgang L. Zagler,7,6
J.W. van Wingerden,7,59
Ravi Kishore Kodali,7,146
Jon G. Hall,7,189
Mark D. Plumbley,7,201
T. Cheng,7,258
Jim Woodcock,7,270
Mounia Lalmas,7,331
Jeffrey S. Foster,7,398
Pieter Spronck,7,416
Karsten Schwan,7,424
Daniel E. Rivera,7,513
Qing Xie,7,573
Stuart I. Feldman,7,591
Kijun Han,7,781
Peter Druschel,7,819
Alain Bui,7,831
Alain Abran,7,840
Dewen Hu,7,883
Martin K. Purvis,7,941
Robert Biddle,7,942
Monica Scannapieco,7,988
Yannis Dimopoulos,7,1034
Wilfried Lemahieu,7,1087
Geoffrey C. Fox,7,1118
Masahiko Tsukamoto,7,1182
Martin Odersky,7,1190
Rainer Maximini,7,1236
Anneke Kleppe,7,1315
Vijay Kumar,7,1388
Tomasz Waleń,7,1402
Willem Jonker,7,1426
Jan H. van Schuppen,7,1443
David C. Parkes,7,1452
Jean Vanderdonckt,7,1468
Geert Poels,7,1480
Kenneth R. Koedinger,7,1529
David A. Fuller,7,1532
Bernard Moulin,7,1550
Eric Horvitz,7,1725
Sanjay Jain,7,1776
Mireille E. Broucke,7,1854
Ian W. Marshall,7,1868
Vania Dimitrova,7,1944
Michelangelo Ceci,7,1948
Rafael Capilla,7,2132
Kathi Fisler,7,2146
Nitin Sharma,7,2177
Chen Fu,7,2258
Maoguo Gong,7,2334
Jakob Nielsen,7,2337
Catherine C. Marshall,7,2349
Ting-Fang Wu,7,2377
Indrakshi Ray,7,2424
Pascale Minet,7,2506
Koji Torii,7,2555
Zhenjiang Hu,7,2594
Tim Kelly,7,2607
Fanyuan Ma,7,2618
George D. Magoulas,7,2713
Ping Zhang,7,2826
John White,7,2973
Katharina Morik,7,3135
Denis Caromel,7,3205
Erik Duval,7,3283
Pierre N. Robillard,7,3320
Francesc Serratosa,7,3348
John Langford,7,3355
Florentin Ipate,7,3362
Robert F. Simmons,7,3406
Larry Bull,7,3464
Eyke Hüllermeier,7,3509
Deepak Garg,7,3577
Ramjee Prasad,7,3683
Antoine Joux,7,3762
Charles J. Mifsud,7,3788
Tsuyoshi Takagi,7,3906
Abbe Mowshowitz,7,3929
Luc Vandendorpe,7,3971
Don Gotterbarn,7,4032
Hanêne Ben-Abdallah,7,4063
Jarmo J. Ahonen,7,4112
Tutut Herawan,7,4172
Xiaoxin Liao,7,4248
Alexander May,7,4394
Devesh K. Jha,7,4534
Pierre Fraigniaud,7,4636
Yorai Wardi,7,4655
Jens B. Schmitt,7,4854
Raghu Ramakrishnan,7,4975
Alessandra Russo,7,4990
Seng Wai Loke,7,5102
Hartmut Ehrig,7,5124
Jafar M. Al-Kofahi,7,5156
Kwok-Yan Lam,7,5212
Karl Aberer,7,5587
Angelo Oddi,7,5686
Rongchun Zhao,7,5702
Kazuo Iwama,7,5792
Teresa Maria Altomare Basile,7,5836
Dieter Hutter,7,5880
Serguei Levachkine,7,5907
Dongkyoo Shin,7,6155
Gary T. Leavens,7,6156
Jesús Carretero,7,6157
Alfons Kemper,7,6160
Maria Virvou,7,6161
Terry A. Halpin,7,6172
Seung-Joon Seok,7,6288
Caitlin Sadowski,7,6301
Yong Zhang,7,6398
Elisabetta Di Nitto,7,6411
Danny Krizanc,7,6508
Jing Peng,7,6509
Shyam Diwakar,7,6544
Alex Galis,7,6611
Cesare Tinelli,7,6664
Joseph A. Konstan,7,6825
Jack C. Wileden,7,6978
Young-Suk Shin,7,7042
Gabriele Steidl,7,7118
Dov Dori,7,7131
Yi Li,7,7343
Martine De Cock,7,7357
Stefan Lucks,7,7504
Antonio Capone,7,7508
George E. Forsythe,7,7649
Andrzej Lingas,7,7695
Jane Huffman Hayes,7,7770
Xiang Chen,7,7922
Koen Claessen,7,8247
David W. Aha,7,8275
Celso C. Ribeiro,7,8284
Hiroshi Sawada,7,8299
Matteo Pradella,7,8360
Dongho Won,7,8455
Caspar Ryan,7,8480
Lois M. L. Delcambre,7,8701
Angelia Nedic,7,8864
Bartosz Walter,7,8866
Le Gruenwald,7,8973
Peter Ross,7,9105
Rafael M. Gasca,7,9155
Olivier Bonaventure,7,9195
Tsau Young Lin,7,9423
Eugénio C. Oliveira,7,9614
Jesús S. Aguilar-Ruiz,7,9729
Lalit M. Patnaik,7,9836
Kyo Chul Kang,7,9922
Sabine Glesner,7,10288
Yukio Ohsawa,7,10484
Hideaki Ishii,7,10773
Hélène Kirchner,7,10875
Stephen L. Smith,7,11029
Peng Shi,7,11064
Peter Kemper,7,11205
Claude Godart,7,11225
Marie Pierre Gleizes,7,11470
Ari Juels,7,11652
Elmar Juergens,7,11843
Henry Hexmoor,7,12449
Helen Treharne,7,12475
Jing Zhang,7,12741
Jean Vuillemin,7,12944
Beibei Ren,7,13522
Maxime Crochemore,7,15344
Romain Robbes,7,25352
Asif Ekbal,7,25391
Péter Kacsuk,7,25481
Chi Zhang,7,25540
William C. Lynch,7,25600
Daniel Schwabe,7,25628
Dirk Loeckx,7,25629
Yorick Wilks,7,25708
Bartosz Balis,7,25709
Elio Tuci,7,25756
Uwe Aßmann,7,25840
Anton Nijholt,7,25869
Grzegorz Rozenberg,7,25904
Jiannong Cao,7,25919
Guoming Zhu,7,25949
Nicholas R. Gans,7,25954
Martín Abadi,7,25965
James R. Larus,7,25986
Mauro Ferrari,7,26006
Masahito Yamamoto,7,26062
Steve Counsell,7,26064
Colin Potts,7,26070
Douglas W. Jones,7,26181
Kris Luyten,7,26271
Reinhard Gotzhein,7,26280
Rudi Studer,7,26285
Yelena Yesha,7,26344
Hans Tompits,7,26357
Tatsuaki Okamoto,7,26364
El-Ghazali Talbi,7,26406
Ken Moody,7,26432
Rong Su,7,26468
Michael Winikoff,7,26514
Geir E. Dullerud,7,26515
Michael Codish,7,26527
Christoph Meinel,7,26541
Pieter M. O. Gebraad,7,26586
David Crombie,7,26599
Stefan Fischer,7,26614
Eric Horlait,7,26637
ShiNung Ching,7,26640
J. E. L. Peck,7,26704
Paul H. J. Kelly,7,26891
Anthony G. Oettinger,7,26899
Michael J. Franklin,7,26911
Na Li,7,26937
Masaru Kitsuregawa,7,26942
Franz Baader,7,26977
Dongil Shin,7,26988
Pong Chi Yuen,7,27008
Jacques Wainer,7,27074
Gerhard Lakemeyer,7,27116
Meirong Zhang,7,27197
Christian Damsgaard Jensen,7,27277
Hamideh Afsarmanesh,7,27350
Patrick Cousot,7,27488
J. Christian Gerdes,7,27538
Farn Wang,7,27549
Donald A. Norman,7,27561
Rosario Pugliese,7,27574
Hee Yong Youn,7,27610
Nikolay Mehandjiev,7,27645
Kyriakos G. Vamvoudakis,7,27692
John G. Hosking,7,27717
Niranjan Suri,7,27726
Norbert Fuhr,7,27754
Josef Pieprzyk,7,27799
Laurent Mounier,7,27888
Elisabeth Oswald,7,28127
Stéphane Ducasse,7,28267
Peter Müller,7,28289
Henrik Sandberg,7,28314
Siobhán Clarke,7,28340
Stefan Covaci,7,28353
Tiziana Margaria,7,28451
Ken Kennedy,7,28452
Annabelle McIver,7,28586
Lars R. Knudsen,7,28591
Martin Pinzger,7,28665
Edgar Chávez,7,28680
Ferruccio Damiani,7,28719
Yoshifumi Kitamura,7,28752
Henderik Alex Proper,7,28757
Samuel D. Conte,7,28910
Hamid Reza Karimi,7,28973
Olaf Stursberg,7,28987
Abraham Kandel,7,29042
Patricia Bouyer,7,29076
Florian Deissenboeck,7,29273
Guido Boella,7,29394
Kurt Mehlhorn,7,29403
Julia Rubin,7,29441
Mohamed Khalgui,7,29520
Marlon Dumas,7,29546
Erland Jungert,7,29577
David Coeurjolly,7,29591
Lizhuang Ma,7,29611
Dines Bjørner,7,29652
Mrdjan Jankovic,7,29766
José L. Fuertes,7,29797
Domenico Talia,7,29800
Armin Stahl,7,29824
Derek G. Bridge,7,29853
Alexander Medvedev,7,29935
Xin Li,7,29941
Pieter H. Hartel,7,29947
Andreas Jakoby,7,30065
Byung-Uk Choi,7,30123
Jan Ramon,7,30152
Kar-Ann Toh,7,30237
Lucian Ilie,7,30262
Stefano Giordano,7,30271
Julian Padget,7,30290
Varun Grover,7,30478
Reinhard Koch,7,30556
Joaquin Gonzalez-Rodriguez,7,30698
Suresh Thummalapenta,7,30772
Miguel Torres,7,30808
Jiajun Bu,7,30950
Sascha Ossowski,7,30989
Fabio Somenzi,7,31119
Henning Fernau,7,31386
Osamu Watanabe,7,31403
Chul-Hee Kang,7,31404
Tomàs Margalef,7,31502
Lila Kari,7,31503
Ryan Zurakowski,7,31627
Yves Duthen,7,31656
Tarja Systä,7,31739
Eric Trupin,7,31801
Angelo Marcelli,7,31913
Hafizur Rahaman,7,32110
Volker Wulf,7,32230
John Arquilla,7,32422
Alejandro López-Ortiz,7,32436
Liming Zhu,7,32521
Mrinal Kumar,7,32681
Starr Roxanne Hiltz,7,32788
Simon Günter,7,32995
Colin D. Walter,7,33210
Hui Liu,7,33212
Marie-Laure Potet,7,33218
Clemens A. Szyperski,7,33434
Philip D. Gray,7,33817
Sean B. Andersson,7,33946
Hiroshi Sakai,7,34007
Justin R. Klotz,7,34841
Pat Langley,7,34849
Bamshad Mobasher,7,34906
Flaminia L. Luccio,7,35091
Simon Dobson,7,35326
Mehmet A. Orgun,7,35905
Stephan Diehl,7,36177
Richard F. Hartl,7,36451
Russell Greiner,7,36817
John Ioannidis,7,37017
Paul C. Clements,7,37020
Alberto Luviano-Juárez,7,37208
Walcélio L. Melo,7,37778
Ramón Doallo,7,45117
Cecilia Laschi,7,50513
Tsutomu Maruyama,7,50554
Valery A. Ugrinovskii,7,50588
Uffe Kock Wiil,7,50651
Jian Yang,7,50676
Anthony Savidis,7,50689
Francesca Rossi,7,50770
C. Ferretti,7,50775
Yohan Payan,7,50781
Dan S. Wallach,7,50792
Geoffrey M. Voelker,7,50886
James Montgomery,7,50951
Dennis Heimbigner,7,50973
Joseph Weizenbaum,7,50997
Alan Jay Smith,7,51107
Josef Bigun,7,51172
Giovanni Denaro,7,51181
Henning Schulzrinne,7,51219
Sajal K. Das,7,51245
Enrico Gregori,7,51260
Ming Xin,7,51304
Yogesh Deshpande,7,51343
Armin R. Mikler,7,51366
Peter Widmayer,7,51428
Guido Dedene,7,51433
Robert O. Briggs,7,51436
Linas Laibinis,7,51490
Peter Kropf,7,51569
François-Xavier Standaert,7,51577
Santi P. Maity,7,51579
Giorgio Colombo,7,51628
David Schlipf,7,51639
Letizia Tanca,7,51679
Bill Stoddart,7,51808
Ke Xu,7,51872
Changshui Zhang,7,51896
Randal W. Beard,7,51910
Kaoru Kurosawa,7,52003
Claude Kirchner,7,52012
Antonio Brogi,7,52038
Michael P. Barnett,7,52053
Klaus-Robert Müller,7,52110
Tim Furche,7,52125
Jos Warmer,7,52167
Bernd Fischer,7,52221
Fang Liu,7,52255
Héctor Muñoz-Avila,7,52285
Daniela Besozzi,7,52299
Angelo Montanari,7,52325
Mark Richters,7,52333
Susumu Kunifuji,7,52427
Julio Cesar Sampaio do Prado Leite,7,52438
Mizuhito Ogawa,7,52615
Michael J. Muller,7,52645
Michael Philippsen,7,52699
Rocco De Nicola,7,52776
Bruno Tuffin,7,52796
Han Liu,7,52803
Churn-Jung Liau,7,52866
Nazareno Aguirre,7,52887
Theodor D. Sterling,7,53067
